,0
592,Abbreviated pundit roundup: New FISA oversight bill introduced
593,Boston Bombings: Wrong Suspect Reveals Fears
594,"John Lewis Compares Snowden to MLK, Gandhi"
595,House rejects plan to kill NSA data collection
596,GOP Lawmakers Prepare Whistleblower Protections for Benghazi Survivors
597,NULL
598,Judge orders Google to turn over data to FBI
599,The important questions
600,NULL
601,"Report: NSA among worst offenders of mass surveillance, Snowden says  - CNN"
602,NSA leaks: Wikileaks' Assange asylum bid for Snowden - BBC News
603,New film looks at ‘War on Whistleblowers’ - The Washington Post
604,Rubio Allies Plot to Smear Immigration Bill Opponents
605,"Snowden asks to stay in Russia, Putin says he must stop leaks"
606,No Mention of Radical Islam in Obama's Post-Arrest Speech
607,NULL
608,Snooping Concerns Emerge Over Congressional Blackberries Serviced By Verizon
609,NSA Surveillance Revelations Reaffirm The Vital Importance Of Leaks | HuffPost Latest News
610,Judge orders Google to turn over customer data to FBI | Fox News
611,"Under sweeping subpoenas, Justice Department obtained AP phone records in leak investigation - The Washington Post"
612,World News | NBC News
613,Here's Exactly Who to Blame in Congress for Authorizing Government Spying
614,Hong Kong protest backs ex-CIA whistleblower Snowden - BBC News
615,"Politics: Congress, Political Parties, National Security & More | NBC News"
616,NULL
617,NULL
618,NULL
619,Edward Snowden: Leaks that exposed US spy programme - BBC News
620,Snowden link to encrypted email service closes - BBC News
621,NULL
622,Big test for immigration bill brings hope to backers
623,"Senate, 68 to 32, Passes Overhaul for Immigration - The New York Times"
624,"Ma'am, I'm from VIPR and you'll have to remove those spurs and show me what's under your chaps"
625,NULL
626,"HuffPost - Breaking News, U.S. and World News | HuffPost"
627,Other Agencies Clamor for Data N.S.A. Compiles - The New York Times
628,NULL
629,Former DOJ Attorney Says Gov’t Is Making a Mistake Not Reading Boston Suspect His Miranda Rights — What You Need to Know
630,Council 'horrified' over scheme for immigrants to go - BBC News
631,NULL
632,NULL
633,Obama Civil Liberties Nominee: 'Inappropriate' to Profile Foreigners from High-Risk Countries
634,NULL
635,Journalists trawling for leaks should be willing to share the risks - The Washington Post
636,NULL
637,NULL
638,Opinion | A Brighter Line on Immigration Policing - The New York Times
639,"Texas, other death penalty states scramble for lethal injection drugs - CNN"
640,NULL
641,NULL
642,Edward Snowden comes forward as source of NSA leaks - The Washington Post
643,Documents shed light on U.S. surveillance programs - CNNPolitics
644,NULL
645,U.S. Offers Conditional Support for Police Monitor in Stop-and-Frisk Case - The New York Times
646,NULL
647,NULL
648,Snooping on America | On Air Videos | Fox News
649,NULL
650,McCaul: Senate bill ‘candy thrown down there’ for votes – CNN Political Ticker - CNN.com Blogs
651,Carwash Managers Held in Immigration Raids - The New York Times
652,NULL
653,NULL
654,Raul Labrador Says Immigration Reform Timeframe Is Now 'A Lot Shorter' | HuffPost Latest News
655,No easy path: House Judiciary chairman on immigration
656,NULL
657,Two Guantanamo inmates to be transferred to Algeria - BBC News
658,Russia official: Venezuela last chance for Snowden
659,Federal judge: NSA phone surveillance legal
660,Ex-vice president Cheney weighs in on NSA disclosure case
661,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
662,NSA admits 'mistakes' amid criticism over breaking of privacy rules - CNNPolitics
663,New York state senator defends controversial 'torture' tweet | On Air Videos | Fox News
664,NULL
665,Collection of phone records: Valuable tool or 'beyond Orwellian'? - CNNPolitics
666,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
667,Ex-NSA chief calls for Obama to reject recommendations
668,Mueller: FBI uses drones for surveillance over US soil - BBC News
669,"Kelly, Flinching a Bit, Looks Back With Head High - The New York Times"
670,"Politics: Congress, Political Parties, National Security & More | NBC News"
671,NULL
672,NULL
673,NULL
674,NULL
675,Senate passes sweeping immigration bill - CNNPolitics
676,NULL
677, - The Washington Post
678,"Politics: Congress, Political Parties, National Security & More | NBC News"
679,Boehner accused of tilting toward 'amnesty' with new hire | Fox News
680,Sources: Secret Court Expands NSA Surveillance Powers
681,"Navy christens newest, most efficient carrier – the USS Gerald Ford – CNN Security Clearance - CNN.com Blogs"
682,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
683,Abbreviated pundit roundup: Fixing the nation's spying laws
684,Gregory asks Glenn Greenwald why he shouldn't be Prosecuted?
685,Exception
686,"EXCLUSIVE: Father of Edward Snowden urges son not to commit 'treason,' to return home | Fox News"
687,G.O.P. Lawmakers Push to Hold Boston Suspect as Enemy Combatant - The New York Times
688,NSA phone surveillance 'likely unconstitutional' - BBC News
689,NULL
690,Profile: Edward Snowden - BBC News
691,NULL
692,NULL
693,One way to force the House to act on immigration: A discharge petition
694,NULL
695,Sen. Dianne Feinstein: Continue NSA call-records program
696,"U.S. News: Breaking News Photos, & Videos on the United States - NBC News | NBC News"
697,Bradley Manning leak trial set to open Monday amid secrecy and controversy - The Washington Post
698,NULL
699,NULL
700,NULL
701,Opinion | Stop the Leaks - The New York Times
702,'Million Muslim March' Planned On 9/11 Anniversary Prompts Conservative Freakout | HuffPost Latest News
703,"HuffPost - Breaking News, U.S. and World News | HuffPost"
704,NULL
705,NULL
706,Arrest raises questions on rights of terror suspects
707,US to review Gitmo detainees in 'indefinite detention' | On Air Videos | Fox News
708,Opinion | Breaking Through Limits on Spying - The New York Times
709,Bombing suspects’ immigration status could stall reform
710,NULL
711,"TSA’s PreCheck program expands with more airports, airlines - The Washington Post"
712,NULL
713,NULL
714,NULL
715,"Texas, other death penalty states scramble for lethal injection drugs - CNN"
716,Pastor: Jesus Was Wrong About Marriage
717,NULL
718,"Samuel L. Jackson on Obama, the n-word and Mace Windu"
719,Obama Nominates Thomas E. Perez as Labor Secretary - The New York Times
720,NULL
721,NULL
722,"John F. Kennedy's Birthday: On JFK's 96th, A Look Back At His Early Life And Famous Quotes | HuffPost Latest News"
723,NULL
724,Harold Meyerson: Obama forges a new majority - The Washington Post
725,NULL
726,The March on Washington 50 years later - The Washington Post
727,"HuffPost - Breaking News, U.S. and World News | HuffPost"
728,"DOJ Asks Court to Grant Immunity to Bush, Cheney & Rumsfeld for Iraq War"
729,NULL
730,Truckers plan 3-day slowdown on D.C. Beltway
731,Immigration Bill Debate Nears in Senate - The New York Times
732,NAACP ripped for demanding federal probe of rodeo clown dressed as Obama | Fox News
733,"Talking Liberally - ""Frivolous"" Law Suits"
734,NULL
735,Exception
736,"HuffPost - Breaking News, U.S. and World News | HuffPost"
737,Edward Snowden Receives Sam Adams Award (VIDEO) | HuffPost Latest News
738,NULL
739,Halle Berry backed anti-paparazzi bill becomes law - BBC News
740,"Politics: Congress, Political Parties, National Security & More | NBC News"
741,White House fires Twitter critic
742,NULL
743,Single women are the problem
744,NULL
745,Dana Milbank: Tea party scalds Marco Rubio - The Washington Post
746,NULL
747,Joe Walsh Commemorates March On Washington With Racially Charged 'I Have A Dream' Rant | HuffPost Latest News
748,Fox News wins in court
749,Dana Milbank: Rep. Steve King’s rotten tomatoes - The Washington Post
750,NULL
751,Why Ted Cruz will spend the rest of the day speaking on the Senate floor about Obamacare
752,Opinion: Stop using the 'w-word'  - CNN
753,Opinion | The Decline of North Carolina - The New York Times
754,"Anti-racism is not 'anti-white,' no matter what Republicans say "
755,"Esther J. Cepeda: With Hispanics, Mitt Romney hasn’t learned his lesson - The Washington Post"
756,Foe blasts Durbin for using disputed insult in fundraising pitch - Chicago Tribune
757,"Math Behind Leak Crackdown: 153 Cases, 4 Years, 0 Indictments - The New York Times"
758,An Obama rarity: 13 pardons
759,NULL
760,Zuckerberg Defends Obamacare Website
761,Hollywood supporters turn on Obama administration over NSA data mining allegations | Fox News
762,NULL
763,Meet the Press: Inside Takes on the Latest Stories with Chuck Todd | NBC News
764,WA State Sues Florist for Refusing to Service Gay Wedding
765,IRS officials in Washington were involved in targeting of conservative groups - The Washington Post
766,Trayvongate: Newest Obama Scandal Is 17 Months Old
767,IRS Official Lois Lerner Wants Immunity to Testify Before Congress
768,NULL
769,Dana Milbank: Eric Holder’s abdication - The Washington Post
770,The Insiders: A special prosecutor in the IRS matter is inevitable - The Washington Post
771,Review finds Justice's voting rights section polarized
772,Obama Administration's Media Surveillance Unleashes Wave Of Condemnation | HuffPost Latest News
773,Planted question gambit backfires on IRS officials
774,Can White House make public argument for NSA surveillance? | On Air Videos | Fox News
775,DHS Email: 'We Absolutely Gave Special Treatment to GreenTech' Visa Requests
776,US lawmakers grill Obama officials on NSA surveillance - BBC News
777,"First Take: After Zimmerman, Obama cautious on race"
778,Obama Admin Grabs Millions of Verizon Phone Records
779,Opinion | Putting Politics Ahead of Science With Reproductive Rights - The New York Times
780,NULL
781,NULL
782,Judge rules NSA collection of phone records is legal - CNN
783,Clean up the IRS: Column
784,Investigations: U.S. & World News Investigations | NBC News
785,Rand Paul slams Attorney General Holder for 'refusal' to rule out drone strikes in US | Fox News
786,Jon Stewart Apology Shows A Humility Missing In The Mainstream Media (VIDEO)
787,IRS commits political sabotage: Column
788,NULL
789,Investigations: U.S. & World News Investigations | NBC News
790,Pentagon May Court Martial Soldiers Who Share Christian Faith
791,NULL
792,NULL
793,Huckabee: I'm James Rosen and so are you | On Air Videos | Fox News
794,"Michelle Obama confronts protester, threatens to leave fundraiser - The Washington Post"
795,NULL
796,"Obama, put brakes on deportation train: Column"
797,IRS screening of conservative groups 'not partisan' - BBC News
798,NULL
799,Ex-Secret Service Agent: Obama 'Absolutely Not Telling the Truth' on White House Tours
800,NULL
801,Opinion | I.R.S. Investigation Means More Taxing Times for Obama - The New York Times
802,FBI probing allegations Sen. Menendez patronized prostitutes in Dominican Republic - The Washington Post
803,NULL
804,NULL
805,House votes to approve back pay for furloughed workers - The Washington Post
806,"Sequester Politics: Dems Set to Blame GOP for Budget Cuts, Potential Gov't Shutdown"
807,Obama’s approval drops as Americans take a dimmer view of his economic policies - The Washington Post
808,Obama says he didn't 'know anything' about probe into IRS targeting | Fox News
809,"Obama rejects 'socialist' label, urges bigger private role in housing market"
810,Chicago whistle-blower implicates top state Democrat | Fox News
811,Obama on Verge of 'Impeachable Offenses'
812,Tone-deaf DCCC and DGA implicitly back the president's Social Security cuts
813,NULL
814,NULL
815,NULL
816,5 political stories to watch in week ahead - CNNPolitics
817,House report: IRS spent $50M on conferences
818,Investigations: U.S. & World News Investigations | NBC News
819,Fox News Poll: More voters like Bush than Obama (& even more like Clinton) | Fox News
820,Obama meets with top lawmakers but no deal on shutdown
821,NULL
822,"Dozens, not thousands, show up for DC trucker protest | Fox News"
823,Report: 'Rogue' IRS Agent Claim Unraveling
824,Economists: Yellen likely to succeed Bernanke
825,NULL
826,Embrace the Suck
827,"Politics: Congress, Political Parties, National Security & More | NBC News"
828,Obama Budget to Congress 9 Weeks Late
829,Charles Lane: Government’s bad bet on Fisker - The Washington Post
830,Summers Pulls Name From Consideration for Fed Chief - The New York Times
831,Cost to pay White House interns: $2.5 million 
832,"Politics: Congress, Political Parties, National Security & More | NBC News"
833,Rise in fed workers not paying taxes | On Air Videos | Fox News
834,Larry Summers withdraws name from Fed consideration - The Washington Post
835,Eugene Robinson: The GOP is too juvenile to govern - The Washington Post
836,Republicans rip White House over finger pointing in wake of dismal GDP report | Fox News
837,Column: Obama owns the debt now
838,Obama Faces Backlash Over New Corporate Powers In Secret Trade Deal | HuffPost Latest News
